text;sentimen
@JLozanoA @XochitlGalvez @STaboadaMx HDPM;positif
@pakityooo @Huntersavant Chat gpt merci;negatif
@Whizz_ai GPT s;positif
Halo Aku open joki tugas PKn Pancasila dan Kwn. Bisa bikin makalah artikel jurnal essay soal essay analisa kasus pilgan dll. Dikerjakan manual dengan full parafrase tanpa AI/Chat GPT Testi : https://t.co/EwjpeAQOFy : https://t.co/rXU4nWLAOq #jokitugas #zonauang https://t.co/FA7VCu5tYN;negatif
@crypto_pdk Morning PDK;positif
@bindureddy Gemini ultra =&lt;positif
@TobioTobias Eu pedi p chat gpt ;negatif
@TEKTIAS @gpt_verse Go Tektias !!!!!;negatif
halo aku open joki tugas pkn pancasila &amp;negatif
@Whotfismick @vinoiueo kucing lu ampe masuk mimpi;positif
Pantas GBLA sunyi... ;positif
https://t.co/k9JoPydNjM masih relate dengan peluang digital innovation di indonesia. hasil laporan studi indonesia genz report 2024 tanya jawab bisa dilakukan di custom gpt disini https://t.co/XBvP0RP9lD;positif
@NagaBabuOffl Chat GPT nunchi dengesadu ️;positif
@HormigaXeneize @JMilei gpt bro;positif
@TRANS7 WAKTUNYA PERUBAHAN !!!;positif
@23O4z dpr dpd dprd nya yak?? gua juga blom tau yol paling nyari tau besok malem;positif
halo aku open joki tugas spesialisasi PKn Pancasila dan Kewarganegaraan. bisa bantu tugas;negatif
halo aku juga bisa membuat essay/artikel bertema ya! sudah termasuk parafrase argumentasi opini dan jaminan bebas plagiasi dengan turnitin pastinya. dikerjakan secara manual tanpa ai/chat gpt. testi: https://t.co/tOvUKUmzmZ : https://t.co/Nb39SfhcqC #zonauang #jokitugas https://t.co/fR5mejCN37;negatif
krl q bizarro;negatif
@nct_menfess aku butuh chat gpt yg ini @kiillaao ga akurat atau salah pun gpp;positif
@slyzepithy Liburanku : curhat dan minta didikan dari Chat GPT. Wkwk.;positif
@itsabdulhai gpt 4 tho;positif
@waawawa_00 ni tanya chat gpt ke;positif
Meski sudah diuji coba oleh Tokopedia dan sejumlah perusahaan lain LLM Sea-Lion baru sebuah permulaan dari hal yang lebih besar di ASEAN. https://t.co/GjYRiN1Plx;positif
Kerja Sama: Kerja Paksa: ;positif
Bu Mega pingsan #AMIN menang? https://t.co/rCjaVZQOse;positif
Muhammadiyah langsing-langsing semua! ;positif
@EnzoManis GPT'S;positif
Pekan kemarin milik angka 2. Pekan ini tampaknya milik angka 1. #MasaTenang;positif
@Kit_GPT GM kit;positif
Dia tengah guna chat gpt lah.;positif
MILEY CYRUSSSSSSSSSSSSSS;positif
@unbeleafablee GN Rii!;negatif
malam aku open joki tugas pkn pancasila &amp;negatif
@MariusCrypt0 Fresh codes 8WEFG4FNHY 3ASMKPL7SJ P05N0YLT0C;negatif
 hallo aku open joki tugas pkn pancasila &amp;negatif
@YashasE67835 Dekh le bsdk mast stats h na;negatif
@nfsmbrk sekelompok sama chat gpt aja pong;positif
@anvarxoniy haaa ustadh Google dan ustadh GPT ga o'tdik;positif
GPT3.5 vs GPT4 https://t.co/f76QZ8edS4;positif
GPT3.5 vs GPT4 https://t.co/9IJOh0wj47;positif
GPT3 Phenomenology of Spirit https://t.co/RJvjWBzu2d;positif
Antara sebab kenapa saya agak vokal bab AI dan GPT3 etc sebab tak mungkin apps saya dpt bersaing dgn Notion Slack etc .. tp yg pasti akan dtg akan ada AI utk bantu produktiviti pasukan. Ada juga plan nak integrasi dgn Shopify dan WooCommerce. Kita embrace AI dlm day2day ops https://t.co/VHNpFuu8EO;positif
GPT3 &amp;negatif
Tak lama lagi akan ada ChatGPT4 menggantikan GPT3 yg biasa kita pakai. Dibawah adalah sedikit teaser utk GPT4 https://t.co/VM7XZidsql;positif
GPT3 knows... https://t.co/81Y4WbizpB;negatif
kumpulan apps yang memanfaatkan gpt3 https://t.co/VC38kb9DMt;positif
OpenAI's gpt3 has..... opinions ........... ....... https://t.co/lrOgjirBbd;positif
GPT3 trading vs. investing... ;positif
 Habari za kusisimua katika ripoti ya kila wiki mbili! Sasisho za hivi punde kwenye Mtandao wa Matrix AI ziko hapa! Ripoti ya 1 ya Machi 2023 iko LIVE ! https://t.co/H4G8hbsatg #AI #GPT #gpt4 #gpt3;negatif
 Gundua jinsi MANTA mfumo wa kujifunza wa mashine otomatiki unaosambazwa unavyofungua njia kwa miundo ya kisasa ya AI kwenye Matrix Mainnet. Morpheus ️ utangulizi umefika! https://t.co/ex2A6HIB4U #metaverse #AI $MAN #web3 #gpt3;negatif
Aku sadar kenapa akhir2 ini FOMO banget Karena AI yg maju banget sekarang berbau bahasa: GPT3 lah BERT dkk Sementara Aku Benci NLP ;positif
@antonia_mdprjct @EllliotttB GPT3 hijacking https://t.co/fXlGlidyLb;negatif
Yang membanggakan pinter nulis essay - kalah sama anak kecil yang pinter memanfaatkan AI seperti GPT3 OpenAI. Bikin essay / ulasan - dapat A melulu di sekolahnya menggunakan AI. https://t.co/bHBOALVeyW;positif
mencoba Proof of Concept GPT3 untuk info harga crypto di exchange IndoDax. bisa tanya tentang harga crypto di Indodax dan overview tentang crypto tersebut menggunakan ChatGPT. Disclaimer : Prototype Website ini bukan milik Indodax dan juga tidak didukung oleh Indodax https://t.co/tUKojBSKKH;positif
GPT-3 Orc Simulator... https://t.co/tsG4wZoBPn #GPT3 #AI #NLG #indiedev #gamedev;positif
Bas bhai nahi janna GPT3 vs GPT4;negatif
GPT3.5 vs GPT4 https://t.co/rvYr4BRYN9;positif
@paulbohm @LauraBehrensWu GPT3 (bold me) https://t.co/bTxIqbyQ09;negatif
GPT3 on 2020 (bold me) https://t.co/VSDJt99Aks;negatif
gpt3 buat jering dan anjay dong;positif
gpt3 summarizing kant https://t.co/HPhR7EhzC0;positif
GPT3-2-SQL: https://t.co/gRyhqDF9uD;positif
@aparanjape GPT3 generates similar reviews... https://t.co/MMwlCM77BA;positif
GPT3 attempt at poetry in Catalan #openai https://t.co/NDCCHt3xUu;positif
Tunajua ukiwa unatumia chat GPT3.5 free version inaukomo wa taarifa hadi 2021 Angalia picha hapo nimepa articles nying kuhusu kinachoendelea Open AI na imeweza kujib maswali Endelea na UZI ni rahisi sana nimekuwekea namna ya kuifundisha utapenda sana REPOST FOLLOW $RATIO https://t.co/0kFqRlA1l2;negatif
JAMBO KUBWA LInakuja! #GPT algoriti zinakuja kwenye mainnet ya MATRIX! Endelea Kufuatilia kwa sasisho zaidi! $MAN #GPT3 #AI #web3;negatif
GPT3 has spoken https://t.co/ypBAak0ZOo;positif
gpt4 vs gpt3 https://t.co/3PWqgHCtY8;positif
GPT3 + web3 = ?;positif
Random GPT-3 Nr. 2 - India #GPT3 #RandomGPT3 https://t.co/we6foLe9qz;positif
Random GPT-3 Nr. 1 - Sushi #GPT3 #RandomGPT3 https://t.co/9UGyTNTcep;positif
gpt3 cheerbot;negatif
Menarik ini! konsepnya: 1. Data discrap 2. Diproses menggunakan GPT3+embedding 3. Buatin akun Twitter bot modelan @BigTechAlert yg akan otomatis posting ketika nemuin anomali spt: ada lonjakan kekayaan yg signifikan dalam waktu singkat pada pejabat negara.;positif
OpenAI s GPT-4 #GPT3 #GPT4 #NLP #Transformer #BERT #AI #DeepLearning https://t.co/tDCywR7BZL;positif
@jpeelle GPT3 says: https://t.co/Ack8rvqiTu;positif
@Pelabur_Bijak Ni GPT 1.0.. yg lama punya.. lama dulu punya mmg savage sikit.. siap bg code untuk SQL injection bagai.. GPT3.0 yg skrg.. yg sopan sikit..;positif
Programmer AI sih suka nih. Mau 1000 artikel per hari juga asal ada struktur idenya digenerate pakai GPT3 beres.;positif
gpt3.5 says same https://t.co/OYRzmUQtHj;positif
GPT3 API の wrapper #golang / GitHub - sashabaranov/go-gpt3 https://t.co/8b32Xcl8S1;positif
@conorsen gpt3 knows https://t.co/h7Ks0oFI2C;positif
GPT3 Barnum;positif
GPT-3 #imagines #conversations between 10 #tech #leaders https://t.co/BwR0XtuISZ #fintech #GPT3 #AI #ArtificialIntelligence #MachineLearning #DeepLearning @johnthornhillft @Siftedeu @HaroldSinnott @terence_mills @jblefevre60 @pierrepinna @andi_staub @YuHelenYu @Paula_Piccard https://t.co/dhdBpbgcVc;positif
Penasaran pendekatan bagaimana Q* coba selesaikan soal 5 SD ini. Nyoba di GPT3.5 4 &amp;positif
@spinocylinder GPT3 API ;positif
Gpt3 is Senior Management ;positif
kekekekekek chatGPT-nya masih perlu di training lagi BTW kemarin ngobrol sama Om Johar ... ada GPT3 AI yang keren banget buat bikin lagu dll dkk .;positif
@proetrie Gpt3 ass tweet;positif
gpt3 thepiratebay;positif
Gpt3 ya hace gaslighting;positif
Gpt3 strikes again?;positif
GPT3 meets Dall-E!;positif
Sab se hai yeh pyaara pawa Yeh Lahore ka aik haseen nazaara Akhtar lawa hai yeh Lahore da pawa Sab ke dil mein hai yeh Lahore da pawa Akhtar lawa. PS: Generated using ChatGPT #lahoredapawa #LahoreDaPawaAkhtarLawa #gpt3 #openai;negatif
@menghanyurkan Dua masalah sih: (1) kualitas penalaran gpt3.5 di bawah gpt4 dan (2) karena gpt di-train dengan data digital yang ada dan materi bahasa Indonesia sedikit sekali jadi utk pertanyaan2 serius baiknya pakai prompt bahasa inggris. https://t.co/Sk0NkL6U8M;negatif
#ChatGPT &amp;negatif
GPT3-Excel(Spreadsheet)の罠｜shi3z @shi3z #note https://t.co/nuuUVuktfg;negatif
Jadi kabar gembiranya adalah: Harga GPT3.5 Turbo TURUN lagi sob. Emang kenapa? Artinya kita bisa generate lebih banyak artikel dengan harga lebih murah. Turun harganya OpenAI berefek ke turunnya pula biaya produksi konten. Tapi https://t.co/8xE3uoo4eu;positif
@theojaffee @SpencerKSchiff Gpt2 gpt3 gpt4;positif
Aku rasa instruction aku sama je. GPT3.5 vs GPT4. GPT4 instruction yg sama aku bagi GPT3.5 sekali bagi jawapan dah setel. GPT3.5 kena betulkan banyak kali. Berbaloi bayar? Yes.;positif
@Parsifaler Dr. Sarah GPT3 Walker;positif
@LLaWMaNN GPT4Vision vs GPT3.5 is like Ferrari vs Toyota;positif
@boop gpt3 ass apology;negatif
gpt3 tweet;positif
Cek email kamu. Pkl 8 WIB pagi ini kak Narenda Wicaksono kirim email membahas #GPT3 Apa iya GPT-3 akan gantikan peran programmer?? ;negatif
Kalau gw bikin layanan bikin dossier seseorang berdasarkan summary profil media sosialnya berbasis GPT3 kek chatGPT itu... Bakal laku nggak di kalangan HRD? Bakal ada corporate contracts nggak? Ini semacam Palantir for HRD gitu. Auto crawling auto summarize etc.;positif
@_djpn @sonyasupposedly gpt3 dating profile;positif
@TheDanJimenez @KenFrei . &lt;negatif
@CL207 Gpt3 ai;positif
@BroductManager gpt3 ass tweet;positif
HIRING: OpenAI/GPT3 Expert / AI/ML Developer / Remote https://t.co/Ayxr3L23ng #AI #MachineLearning #DataJobs #Jobsearch #MLjobs #bigdata #DataScience #AIjobs #techjobs #hiring #openAI #remotework #remotejob #mldev #aidevevloper #gpt3 #gptexpert #aiexpert;positif
GPT3.5 → GPT4.0 → GPT365 easy;positif
Kepantasan kemajuan teknologi semakin sukar untuk ditandingi dengan model AI seperti GPT3.5 berkembang menjadi GPT4 dalam tempoh enam bulan sahaja memperlihatkan pengembangan teknologi yang belum pernah terjadi sebelum ini.;positif
@NyandaAmosi @GKeyness Ila Tafta AI ya GPT3 iliokuwa customised kufanya copywritting. I think zitakuwepo by now. Kwa anaejua kuituma hiyo plain gpt3 ndio ataiona impact zaidi. better to learn than ignore.;negatif
@Hilmi_ak Iyaa emangg seruu berbayar ini jadi dapet versi 4. Beda utamanya sebenernya di memori sih kalo di GPT4 tuh dia bisa nginget banyak konteks. Kalo GPT3.5 harus ulang dr nol terus;positif
Kenapa pakai GPT3+embedding? Karena biar bisa mendeteksi anomali dg parameter yg lebih kompleks seperti adanya harga tanah yg gak masuk akal dsb.;positif
GPT3 can do that;positif
p gpt4 murah #zonauang;positif
keren gitu y GPT4 https://t.co/0XN9YIEtC8;positif
Apa ada yang mau ikutan poatungan GPT4 for skripsi or any other purpose;positif
belajar dibantu gpt4 game changing banget asli;positif
ada yg jual GPT4 kah? bisa tawarin ya #zonauang️ #bu #zonajajan;positif
CEO OpenAI Sam Altman mengumumkan penambahbaikan yang signifikan pada model kecerdasan buatan GPT-4 untuk meningkatkan kualiti output dan maklum balas sistem. Baca lagi | https://t.co/3wHRcu2khp #OpenAi #chatgpt4 #SamAltman #GPT4 https://t.co/zSUe6ZP9Is;positif
@rileyarnie Usiniongeleshe https://t.co/A2iLTYpoUd;negatif
Woorkiingg https://t.co/X6kUCudYE0 https://t.co/oqv8OXFn3s;positif
ada yg jual GPT4?;positif
GPT4 / Perplexity https://t.co/7jlJshiuFa;positif
Closed dulu ygy karena takut kena limit query GPT4;positif
gemini or chat gpt4 ?;positif
lupa aku cancel chatgpt bulan lepas so far memudahkan pakai gpt4 selama 9 bulan lepas ni setup llm sendiri plak kena cut cost ‍️;positif
Info de Bing IA (modo GPT4) https://t.co/CyBX2dy1rI;positif
@waiee_z Try pop ai boleh guna gpt4 for free tapi limited la;positif
@JOHNtexx Rudishia Tex simu.;negatif
🆕 #KuCoinMarketWatch - Pembaruan #crypto Anda untuk 5 Februari 2024 ⤵️ CEO #OpenAI memberi petunjuk tentang kemungkinan peningkatan #GPT4 Periksa gambar di atas untuk lebih jelasnya⬆️ Daftar di sini: https://t.co/Zwp4EXdf0w https://t.co/4XcTYHaaBr;positif
@naim__x Ketara ke performance Gemini Pro dan gpt4?;positif
@kukuhtw Hebat banget bahwa kamu menggunakan GPT untuk analisa kecocokkan resume! Kalau kamu tertarik untuk eksplorasi lebih jauh dengan custom GPT-mu cek @TheBestAi_ platform kita. Kamu bisa share kreasi AI-mu dengan komunitas yang bersemangat! #GPT #OpenAI #GPTs #GPT4 #AI https://t.co/vP7a8FfeKL;positif
@ijatajiji Mana lg better gpt4 or yang ni?;positif
@VandanaVankhede Naah dhanda chaupat kar dega ₹9 me GPT4 subscription de kar..;negatif
@sama gpt4.5 superbowl ad rumors legit or nah?;negatif
@catqeel Bayar berapa nak pakai gpt4?;positif
Google Gemini Versi Baru Bard yang Lebih Ampuh dari Chat GPT4 https://t.co/Jf69XEByD2 Google luncurkan Gemini AI multimodal yang lebih canggih untuk berbagai kebutuhan. 8 Februari 2024 6:18 PM #opinipembaca;positif
@favophs reasoningnya slightly better than 3.5 gpt voice seru kalo casual user buat mainan si ok tapi dibatesin per3 jam 25 prompt kalo gw sih yg penting the man behind the gun mau jadiin gpt4 sebagai guide belum tepat jg malah paling worthy 3.5 sebagai assistance;positif
@Edith24232631 @iskndrz00 @Missmeow7777 buta english ke bro ? tu soalan software engineering haha certain data accurate dapat kt tolol mcm hang mmg tak reti fully utilize guwa pakai data gpt4 alhmdulillah dapat geran mdec ehe org bodoh mmg tak pandai guna hihi;positif
@artiqie Sebelum ni kalau suruh generate code lagi useful drpd 3.5 Tapi since bulan lepas gpt4 lagi mengarut dan bnyk free alternative lain boleh guna;positif
@nkhl_kmr GPT4-V;positif
GPT4 sangat membantu dalam mmebuat materi asis ekonometrik https://t.co/Pmh08rYumK;positif
wtb gpt4 akun private drop price di reply yak #zonauang;positif
@mimi10v3 gpt4 vs mistral next https://t.co/vwTaxZliJ4;positif
GPT4 ou Gemini Ultra .;positif
mau gpt4 privat yg ada dong #zonauang;positif
Enfin pris gpt4 Al hamdulillah;positif
@enriqeth @neo GPT4 says https://t.co/HkLyXdZSEN;negatif
Michelangelo David in various styles. #GPT4 #AI #michelangelo https://t.co/VuF3TA9WeJ;positif
Gemini or GPT4? #OpenAI #GoogleAI #gpt4 #gemini https://t.co/XUDtNtjGNI;positif
info yang jual GPT4 private yg bisa langsung jadi sekarang dong #zonauang;positif
GPT4 is GPT2-level hallucinating rn. https://t.co/cnlLs3ENYt;positif
wtb akun chat gpt4 chatgpt+ #zonauang #zonajajan;positif
GPT3.5 &gt;negatif
FYI Gemini ngasih gratis trial 2 bulan buat alternatif GPT4 sejauh ini so so lah.;positif
GPT4 Vision API is mind blowing;positif
iphone indonesia resmi ibox hari ini diskon besar2an harga iphone 13 512GB dari harga 21juta turun ke 15jutaan. apa yg perlu dicurigai dari turunnya harga ini? berikut bbrp alasan harga turun dari gpt4: 1. Peluncuran Model Baru: Apple biasanya merilis model baru setiap tahunnya;positif
GPT4 &gt;positif
@SeedOilDsrspctr GPT4 NGMI : https://t.co/OmnZa6Om8G;negatif
*GPT4 pre 2024;positif
aku mau langganan gpt plus berbayar. patungan 80k aja butuh 5 orang ada yang mauu? kalau minat aku buatin grup whatsApp #zonauang #ChatGPT #zonajajan #GPT4 #patungan;positif
@lynxluna Mantep Kalo aku manggil API gpt4-vision aja https://t.co/qodCW1XSXX;positif
Indonesia ga bakal pakai yg berbayar utk tools yg dipakai bukan utk harian yg pakai GPT4 hanya kalangan peneliti dosen.;positif
aku mau langganan gpt plus berbayar. patungan 80k aja butuh 5 orang ada yang mauu? kalau minat aku buatin grup whatsApp #zonauang #ChatGPT #zonajajan #GPT4 #patungan;positif
@admkuznetsov45 Kalau berbayarnya IDR 309k perbulan(lebih murah dikit dari GPT4). Dah sepaket sama Google one subscribe(2TB storage dll). Gue tertariknya tuh katanya entar mau integrasi gemini sama gmail docs dll bakal bermanfaat banget sih itu.;positif
@MoeedNj GPT4 about Qazi Isa https://t.co/rYJlutqvNC;negatif
mehhhh GPT4 &gt;positif
Brilliant Labs Rilis Kacamata AI yang Mampu Menerjemahkan Ucapan Baca selengkapnya: https://t.co/xj5QIHmBIn #BrillianLabs #Kacamata #Frame #KacamataAI #Noa #GPT4 #OpenAI;positif
@salxcr gpt4 shared 1 month 35.000 https://t.co/fqNLD4E1OJ;positif
gpt4 aja sampe muter disitu mulu;negatif
@BLUECOW009 GPT4 = PT4G;positif
@raihankhan_rk Using Gpt4 api key!!;positif
@CrisGiardina @Teknium1 GPT4.5 soon copium;positif
@affagatolover @malware_yml Achaa De Meko zara gpt4 ka login credentials;negatif
@vrun9876 @SrBachchan Gpt4 on bing;positif
@JackK gpt4&gt;negatif
uniknya pas dites menangnya malah di creative writing lawan gpt4 (ini dulu bard jelek bgt wkwk);positif
@farm3r55 @48pach Si mtu wa Liverpool amesema. ;negatif
@daaniyaan ariyan is gemini better than gpt4?;positif
@MashinaniMedic Ni sunsrise imepata nyinyi nje? ;negatif
@z_alijonov gpt4 ni ozida ham qildim har xil variantlar berdi;negatif
OpenAI hits $2 bln revenue milestone https://t.co/uXv2L56l84;negatif
OpenAI OpenAPI OpenAI API Lots of Open out there;positif
Tidak melampau untuk mengatakan OpenAI mempopularkan penggunaan chatbot kecerdasan buatan (AI) dalam aktiviti harian. https://t.co/B5phFrBUW0 #AWANInews #AWANIpagi;positif
Openai https://t.co/W4ADqul9LC;positif
nokos buat verif openai doonggg #zonauang;positif
openai gotta stop yapping;negatif
Rumor OpenAI x $BAI @Balance_AI;negatif
wtb nomer kosong buat verif openAI #zonauang️;positif
openai bill ;negatif
or from openai import OpenAI;positif
tuhan tidak memberikan hambanya pekerjaan yang tidak bisa mereka kerjakan oleh karena itu tuhan menciptakan manusia yang kemudian menciptakan openAI dan kemudian menciptakan chatgpt. respect god. menyalaa tuhanku ;positif
@ruliemaulana Oh enggak ini ada license masing2. Di web openai dijelaskan kok. Jd mereka ga asal masukin data ke LLM mereka. Twitter atau web pun nanti masuk kategori mn sdh mereka atur. Makanya pas kita sign up Twitter disitu jg diatur bahwa Twitter ada akses ke akun kita. Ini yg digunain. https://t.co/3hNSpePHLa;positif
[GitHub Repo] Scaling #Azure OpenAI using APIM PTUs and TPMs https://t.co/NwATtOVtGH #MachineLearning #ChatGPT https://t.co/mtyki3Q2J7;positif
OpenAI Sedang Membangunkan AI Yang Boleh Mengawal Sesebuah Peranti Bagi Menggantikan Pekerja Manusia https://t.co/CmEPaz8H3l https://t.co/xF0UFwijAN;positif
Saya meminta ke OpenAI untuk mencarikan filsuf-filsuf yang paling serasi dengan kandidat capres 2024 lalu membuat ilustrasi masing-masing dari mereka. Hasilnya adalah Ganjar Pranowo &amp;positif
@cto_junior OpenAI .. https://t.co/fChV9NnxOp;negatif
@lila07215434 dalle3 from openai aka https://t.co/QAQ121ptgj;negatif
OpenAi Microsoft;positif
4. OpenAI Cheatsheet https://t.co/qkw2ekP2Eo;positif
OpenAI hits $2 bln revenue milestone - FT https://t.co/t6lC0iwbS7;positif
OpenAI hits $2 bln revenue milestone - FT https://t.co/QzA74QX2I6;positif
Meta Akan Mulai Memberi Label pada Gambar yang Dihasilkan AI dari OpenAI Google dan Lainnya https://t.co/20ZvcDLgrd #TempoTekno;positif
https://t.co/rfhP4wSHy3 - marketing va umuman IT/Web/SMM sohasida ishlovchilar uchun servis. Hozircha bepul. QR kod Bio-sahifa qisqa havola yaratish va barchasini analiz qilishdan tashqari OpenAi orqali sayt reklama uchun g oyalar generatsiya qilsa bo ladi. Hozircha bepul https://t.co/rDaQSrbBQZ;negatif
Asal usul sound system horeg menurut #chatgpt dari @OpenAI https://t.co/apj3p9MlGY https://t.co/rpdmEe7142;positif
AI Generated Photos stabilityai stable-diffusion-2-1 | OpenAI Dall-E | Midjourney Prompt: Clear weather in Qiqihar China https://t.co/XiUlFA9Lkv;negatif
@GobindSinghDeo Mungkin gov boleh jemput pakar² drp @GoogleAI @AIatMeta @openai @NVIDIAAI @MIT_CSAIL @MSFTResearch @Arm dll bekerjasama dgn pakar² tempatan? Dan hasilkan dasar &amp;positif
openai superbowl ad coming;positif
ada yg jual api key openai? #zonauang #zonajajan;positif
OpenAI larp;negatif
CEO OpenAI : ChatGPT GPT-4 Kini Sepatutnya Kurang Malas https://t.co/vaY6XAoCHK https://t.co/yEDnm4sJzn;negatif
CEO OpenAI Sam Altman mengumumkan penambahbaikan yang signifikan pada model kecerdasan buatan GPT-4 untuk meningkatkan kualiti output dan maklum balas sistem. Baca lagi | https://t.co/3wHRcu2khp #OpenAi #chatgpt4 #SamAltman #GPT4 https://t.co/zSUe6ZP9Is;positif
OpenAI compatibility https://t.co/SATtZUaYbL;positif
Google Bard vs. OpenAI ChatGPT vs. Microsoft CoPilot. Hmmmmm....;positif
OpenAI compatibility · Ollama Blog https://t.co/FtT7q8m5LL;positif
@karimnas_ Apakah ada yang diinputkan ke OpenAI nya sehingga didapat keserasian seperti hasil tersebut?;positif
$wen OpenAi MFA;negatif
OpenAI paper: https://t.co/bJWd2KNPkf;positif
C2PA in DALL·E 3 | OpenAI Help Center https://t.co/7UmWrZtYqx;positif
OpenAI compatibility https://t.co/4vy10iSDof;positif
OpenAI compatibility https://t.co/qMp1NDdiqi;positif
Banyak alat AI yang digunakan dalam pemilu di Indonesia didukung oleh OpenAI kata sembilan staf kampanye senior kepada Reuters. Alat itu termasuk platform Prabowo menurut koordinator tim digitalnya. https://t.co/OSsYKNSjUv;positif
@fkadev @OpenAI @sama @woj_zaremba @gdb OpenAI: ;negatif
$MSFT (+0.5% pre) OpenAI hits $2 bln revenue milestone - FT https://t.co/lLZpwwaZFd;positif
Lalu kenapa Elon Musk keluar dari OpenAI? simak cerita lengkapnya di sini: https://t.co/oFbotWFTbC;negatif
C2PA in DALL·E 3 | OpenAI Help Center https://t.co/gVWz6ynpcs;positif
nah OpenAI is cooked;negatif
@kukuhtw Hebat banget bahwa kamu menggunakan GPT untuk analisa kecocokkan resume! Kalau kamu tertarik untuk eksplorasi lebih jauh dengan custom GPT-mu cek @TheBestAi_ platform kita. Kamu bisa share kreasi AI-mu dengan komunitas yang bersemangat! #GPT #OpenAI #GPTs #GPT4 #AI https://t.co/vP7a8FfeKL;positif
@BilirZeka @fkadev @OpenAI @sama @woj_zaremba @gdb Kes mk ya bilir zeka;negatif
 AI non profit safety organisation https://t.co/DQbLMxGcK0;negatif
Ollama releases OpenAI API compatibility https://t.co/9EtP2JDBMo;positif
OpenAI in ufahdhaa photo thah water mark kuran nimmaifi https://t.co/USi2mLZ9gE;negatif
@LericDax Openai is ngmi;negatif
Embeddings - OpenAI API https://t.co/YdKYn1kLmS;positif
OpenAI akan menambahkan metadata C2PA ke gambar yang dibuat oleh DALL-E 3... https://t.co/wLVJmUpOGn;positif
Ollama now has an OpenAI-compatible API nice! https://t.co/0hXZj1CXNo;positif
Pembangun Rabbit R1 menunjukkan demo Rabbit OS diajar melakukan tugas menggunakan kamera. Apabila sudah dilatih ia kemudiannya melakukan tugasan yang sama semula tanpa pengawasan. #AWANInews #AWANI745 https://t.co/p5kUMc7Def;positif
@christia_wan @neohistoria_id Lho orang openai sendiri mengakui terkait copyright kok. Malah anda blg ga bisa. Pdhl si openai salah satu pembuat AI Bilang ga mungkin sementara ada AI yang menerapkan itu. Apakah sulit membaca artikel dibawah ini? https://t.co/hL5So0whZD;negatif
Sam Altman berkata pihaknya telah menambah baik model AI GPT-4 bagi memastikan ia memberi output dan maklum balas lebih baik berbanding sebelum ini. #AWANInews #AWANIpagi https://t.co/c7mu9iwwh1;positif
OpenAI compatibility https://t.co/3JAxoAjFz6 (https://t.co/zox5fe4DGK);positif
@nobody6090 @unseisocat @larassdwiw OpenAI Midjourney StableDiffusion Dall-E MENGGUNAKAN ASSET TANPA IJIN MENCURI DATA ASSET ORANG. Sok banget no regulation no problem padahal dari tadi sudah dibilang mencolong berkali-kali;negatif
@AlphaOlomi Sio kwa hizo training data walizonazo na wana OpenAI;negatif
@ikoichi OpenAI (aka ClosedAI);positif
Jadi kabar gembiranya adalah: Harga GPT3.5 Turbo TURUN lagi sob. Emang kenapa? Artinya kita bisa generate lebih banyak artikel dengan harga lebih murah. Turun harganya OpenAI berefek ke turunnya pula biaya produksi konten. Tapi https://t.co/8xE3uoo4eu;positif
CEO OpenAI Sam Altman Mengejar Triliunan Untuk Proyek Chips AI yang Luar Biasa https://t.co/4VmSVYos76;positif
🆕 #KuCoinMarketWatch - Pembaruan #crypto Anda untuk 5 Februari 2024 ⤵️ CEO #OpenAI memberi petunjuk tentang kemungkinan peningkatan #GPT4 Periksa gambar di atas untuk lebih jelasnya⬆️ Daftar di sini: https://t.co/Zwp4EXdf0w https://t.co/4XcTYHaaBr;positif
@karimnas_ apakah langganan Chat GPT-4 di openai sangat berguna untuk pekerjaan om karim sehari-hari?;positif
Ollama releases OpenAI API compatibility https://t.co/S9kixfJCsB (https://t.co/A513J6JT77);positif
Mau Bikin Pabrik Chip Bos OpenAI Buka Penggalangan Dana https://t.co/PtJELJEOa0;positif
@zidan6_kalla @BaxodirjonM OpenAI sayti ChatGPT ilovasi;negatif
OpenAI &gt;positif
C2PA in DALL·E 3 | OpenAI Help Center #lernenmitKI https://t.co/FKgojule51;positif
OpenAI compatibility via /r/hackernews https://t.co/qpfIdBUkPU;positif
Meta telah menunjukkan perhatiannya terhadap teknologi ini sejak tahun lalu dengan pembentukan tim GenAI setelah suksesnya model ChatGPT dari OpenAI pada akhir 2022.;positif
@qurewin openAI ka;negatif
@0xMert_ OpenAI or Palantir;positif
Ollama releases OpenAI API compatibility https://t.co/GAb2jo8V3C (https://t.co/Nb16ok1SZW);positif
Anji OpenAI Whisper keren;positif
Google baru-baru ini mengumumkan penambahan fitur generasi gambar AI pada Bard chatbot miliknya sehingga kini dapat semakin bersaing dengan kompetitor terkuatnya ChatGPT Plus dari OpenAI yang telah terlebih dahulu memiliki kemampuan serupa. Artikel: https://t.co/HAGvPr4lO8 https://t.co/x2ctUmA0gH;positif
@mmcevik07 @fkadev @umutbasalt *Openai;negatif
Cc Samsung Apple Google OpenAI;positif
OpenAi ini didirikan pada 2015 setelah Elon bertemu dengan Sam Altman. Dua tokoh Sillicon Valley Elon Musk dikenal sebagai disruptor global sedangkan Sam Altman adalah Presiden Y Combinator.;positif
@PaulBoris_ But but but OpenAI APIs!!!!!!;positif
