text_cleaning,slang_removal,tokenization,stemming,stopword_removal,final
dhoni kohli hardik jo bach gya,dhoni kohli hardik jo bach gaya,"['dhoni', 'kohli', 'hardik', 'jo', 'bach', 'gaya']","['dhoni', 'kohli', 'hardik', 'jo', 'bach', 'gaya']","['dhoni', 'hardik', 'gaya']",dhoni hardik gaya
ga punya partai,tidak punya partai,"['tidak', 'punya', 'partai']","['tidak', 'punya', 'partai']",['partai'],partai
ye do tpi lepas dia masuk aew mmng jadi main star sekarang,ye lakukan tapi lepas dia masuk baru memang jadi main bintang sekarang,"['ye', 'lakukan', 'tapi', 'lepas', 'dia', 'masuk', 'baru', 'memang', 'jadi', 'main', 'bintang', 'sekarang']","['ye', 'laku', 'tapi', 'lepas', 'dia', 'masuk', 'baru', 'memang', 'jadi', 'main', 'bintang', 'sekarang']","['laku', 'lepas', 'masuk', 'main', 'bintang']",laku lepas masuk main bintang
kasian chat gpt lu chat terus drained,kasian chat gpt kamu chat terus dikeringkan,"['kasian', 'chat', 'gpt', 'kamu', 'chat', 'terus', 'dikeringkan']","['kasi', 'chat', 'gpt', 'kamu', 'chat', 'terus', 'kering']","['kasi', 'chat', 'gpt', 'chat', 'kering']",kasi chat gpt chat kering
makanya diskusi atuh diskusi,makanya diskusi atuh diskusi,"['makanya', 'diskusi', 'atuh', 'diskusi']","['makanya', 'diskusi', 'atuh', 'diskusi']","['diskusi', 'diskusi']",diskusi diskusi
gpt mi brendis,gpt mi brendis,"['gpt', 'mi', 'brendis']","['gpt', 'mi', 'brendis']",['gpt'],gpt
jangan kirain contraband menit baru paham,jangan ku kira barang selundupan menit baru paham,"['jangan', 'ku', 'kira', 'barang', 'selundupan', 'menit', 'baru', 'paham']","['jangan', 'ku', 'kira', 'barang', 'selundup', 'menit', 'baru', 'paham']","['ku', 'barang', 'selundup', 'menit', 'paham']",ku barang selundup menit paham
online bisa tanya gpt juga ipk di gundar ga ada artinya cok wkwk,online bisa tanya gpt juga indeks prestasi kumulatif di gundar tidak ada artinya cok wkwk,"['online', 'bisa', 'tanya', 'gpt', 'juga', 'indeks', 'prestasi', 'kumulatif', 'di', 'gundar', 'tidak', 'ada', 'artinya', 'cok', 'wkwk']","['online', 'bisa', 'tanya', 'gpt', 'juga', 'indeks', 'prestasi', 'kumulatif', 'di', 'gundar', 'tidak', 'ada', 'arti', 'cok', 'wkwk']","['online', 'gpt', 'indeks', 'prestasi', 'kumulatif', 'gundar', 'arti']",online gpt indeks prestasi kumulatif gundar arti
wkwkwkkwkwkwkwkwkwkwk,wkwkwkkwkwkwkwkwkwkwk,['wkwkwkkwkwkwkwkwkwkwk'],['wkwkwkkwkwkwkwkwkwkwk'],[],
bang delete bang mental gua kena kumisnya,bang hapus bang mental aku kena kumisnya,"['bang', 'hapus', 'bang', 'mental', 'aku', 'kena', 'kumisnya']","['bang', 'hapus', 'bang', 'mental', 'aku', 'kena', 'kumis']","['bang', 'hapus', 'bang', 'mental', 'kena', 'kumis']",bang hapus bang mental kena kumis
tiwas mumet ternyata chagpt membantu banget,terlanjut mumet ternyata chatgpt membantu banget,"['terlanjut', 'mumet', 'ternyata', 'chatgpt', 'membantu', 'banget']","['lanjut', 'mumet', 'nyata', 'chatgpt', 'bantu', 'banget']","['mumet', 'nyata', 'chatgpt', 'bantu', 'banget']",mumet nyata chatgpt bantu banget
hdpm,hdpm,['hdpm'],['hdpm'],[],
chat gpt merci,chat gpt merci,"['chat', 'gpt', 'merci']","['chat', 'gpt', 'merci']","['chat', 'gpt']",chat gpt
gpt,gpt,['gpt'],['gpt'],['gpt'],gpt
halo aku open joki tugas pkn pancasila dan kwn bisa bikin makalah artikel jurnal essay soal essay analisa kasus pilgan dll dikerjakan manual dengan full parafrase tanpa aichat gpt testi,halo aku buka joki tugas pekan pancasila dan kawan bisa bikin makalah artikel jurnal essay soal essay analisis kasus pilihan ganda dan lain-lain dikerjakan manual dengan penuh parafrasa tanpa chatbot kecerdasan buatan gpt testimoni,"['halo', 'aku', 'buka', 'joki', 'tugas', 'pekan', 'pancasila', 'dan', 'kawan', 'bisa', 'bikin', 'makalah', 'artikel', 'jurnal', 'essay', 'soal', 'essay', 'analisis', 'kasus', 'pilihan', 'ganda', 'dan', 'lain-lain', 'dikerjakan', 'manual', 'dengan', 'penuh', 'parafrasa', 'tanpa', 'chatbot', 'kecerdasan', 'buatan', 'gpt', 'testimoni']","['halo', 'aku', 'buka', 'joki', 'tugas', 'pekan', 'pancasila', 'dan', 'kawan', 'bisa', 'bikin', 'makalah', 'artikel', 'jurnal', 'essay', 'soal', 'essay', 'analisis', 'kasus', 'pilih', 'ganda', 'dan', 'lain', 'kerja', 'manual', 'dengan', 'penuh', 'parafrasa', 'tanpa', 'chatbot', 'cerdas', 'buat', 'gpt', 'testimoni']","['halo', 'buka', 'joki', 'tugas', 'pekan', 'pancasila', 'kawan', 'bikin', 'makalah', 'artikel', 'jurnal', 'essay', 'essay', 'analisis', 'pilih', 'ganda', 'kerja', 'manual', 'penuh', 'parafrasa', 'chatbot', 'cerdas', 'gpt', 'testimoni']",halo buka joki tugas pekan pancasila kawan bikin makalah artikel jurnal essay essay analisis pilih ganda kerja manual penuh parafrasa chatbot cerdas gpt testimoni
morning pdk,pagi pdk,"['pagi', 'pdk']","['pagi', 'pdk']",['pagi'],pagi
gemini ultra lt,gemini ultra itu,"['gemini', 'ultra', 'itu']","['gemini', 'ultra', 'itu']","['gemini', 'ultra']",gemini ultra
eu pedi chat gpt,eu pedi chat gpt,"['eu', 'pedi', 'chat', 'gpt']","['eu', 'pedi', 'chat', 'gpt']","['pedi', 'chat', 'gpt']",pedi chat gpt
go tektias,pergi tektias,"['pergi', 'tektias']","['pergi', 'tektias']",['pergi'],pergi
halo aku open joki tugas pkn pancasila amp,halo aku buka joki tugas pekan pancasila amp,"['halo', 'aku', 'buka', 'joki', 'tugas', 'pekan', 'pancasila', 'amp']","['halo', 'aku', 'buka', 'joki', 'tugas', 'pekan', 'pancasila', 'amp']","['halo', 'buka', 'joki', 'tugas', 'pekan', 'pancasila']",halo buka joki tugas pekan pancasila
kucing lu ampe masuk mimpi,kucing kamu sampai masuk mimpi,"['kucing', 'kamu', 'sampai', 'masuk', 'mimpi']","['kucing', 'kamu', 'sampai', 'masuk', 'mimpi']","['kucing', 'masuk', 'mimpi']",kucing masuk mimpi
pantas gbla sunyi,pantas gbla sunyi,"['pantas', 'gbla', 'sunyi']","['pantas', 'gbla', 'sunyi']",['sunyi'],sunyi
masih relate dengan peluang digital innovation di indonesia hasil laporan studi indonesia genz report tanya jawab bisa dilakukan di custom gpt disini,masih berhubungan dengan peluang digital inovasi di indonesia hasil laporan studi indonesia genz laporan tanya jawab bisa dilakukan di kebiasaan gpt di sini,"['masih', 'berhubungan', 'dengan', 'peluang', 'digital', 'inovasi', 'di', 'indonesia', 'hasil', 'laporan', 'studi', 'indonesia', 'genz', 'laporan', 'tanya', 'jawab', 'bisa', 'dilakukan', 'di', 'kebiasaan', 'gpt', 'di', 'sini']","['masih', 'hubung', 'dengan', 'peluang', 'digital', 'inovasi', 'di', 'indonesia', 'hasil', 'lapor', 'studi', 'indonesia', 'genz', 'lapor', 'tanya', 'jawab', 'bisa', 'laku', 'di', 'biasa', 'gpt', 'di', 'sini']","['hubung', 'peluang', 'digital', 'inovasi', 'indonesia', 'hasil', 'lapor', 'studi', 'indonesia', 'lapor', 'laku', 'gpt']",hubung peluang digital inovasi indonesia hasil lapor studi indonesia lapor laku gpt
chat gpt nunchi dengesadu,chat gpt nunchi dengesadu,"['chat', 'gpt', 'nunchi', 'dengesadu']","['chat', 'gpt', 'nunchi', 'dengesadu']","['chat', 'gpt']",chat gpt
gpt bro,gpt bro,"['gpt', 'bro']","['gpt', 'bro']",['gpt'],gpt
waktunya perubahan,waktunya perubahan,"['waktunya', 'perubahan']","['waktu', 'ubah']",['ubah'],ubah
dpr dpd dprd nya yak gua juga blom tau yol paling nyari tau besok malem,dewan perwakilan rakyat dewan perwakilan daerah dewan perwakilan rakyat daerah nya yak aku juga belum tahu iya paling mencari tahu besok malam,"['dewan', 'perwakilan', 'rakyat', 'dewan', 'perwakilan', 'daerah', 'dewan', 'perwakilan', 'rakyat', 'daerah', 'nya', 'yak', 'aku', 'juga', 'belum', 'tahu', 'iya', 'paling', 'mencari', 'tahu', 'besok', 'malam']","['dewan', 'wakil', 'rakyat', 'dewan', 'wakil', 'daerah', 'dewan', 'wakil', 'rakyat', 'daerah', 'nya', 'yak', 'aku', 'juga', 'belum', 'tahu', 'iya', 'paling', 'cari', 'tahu', 'besok', 'malam']","['dewan', 'wakil', 'rakyat', 'dewan', 'wakil', 'daerah', 'dewan', 'wakil', 'rakyat', 'daerah', 'iya', 'cari', 'besok', 'malam']",dewan wakil rakyat dewan wakil daerah dewan wakil rakyat daerah iya cari besok malam
halo aku open joki tugas spesialisasi pkn pancasila dan kewarganegaraan bisa bantu tugas,halo aku buka joki tugas spesialisasi pekan pancasila dan kewarganegaraan bisa bantu tugas,"['halo', 'aku', 'buka', 'joki', 'tugas', 'spesialisasi', 'pekan', 'pancasila', 'dan', 'kewarganegaraan', 'bisa', 'bantu', 'tugas']","['halo', 'aku', 'buka', 'joki', 'tugas', 'spesialisasi', 'pekan', 'pancasila', 'dan', 'kewarganegaraan', 'bisa', 'bantu', 'tugas']","['halo', 'buka', 'joki', 'tugas', 'spesialisasi', 'pekan', 'pancasila', 'kewarganegaraan', 'bantu', 'tugas']",halo buka joki tugas spesialisasi pekan pancasila kewarganegaraan bantu tugas
halo aku juga bisa membuat essayartikel bertema ya sudah termasuk parafrase argumentasi opini dan jaminan bebas plagiasi dengan turnitin pastinya dikerjakan secara manual tanpa aichat gpt testi,halo aku juga bisa membuat essay artikel bertema iya sudah termasuk parafrasa argumentasi opini dan jaminan bebas plagiasi dengan turnitin pastinya dikerjakan secara manual tanpa chatbot kecerdasan buatan gpt testimoni,"['halo', 'aku', 'juga', 'bisa', 'membuat', 'essay', 'artikel', 'bertema', 'iya', 'sudah', 'termasuk', 'parafrasa', 'argumentasi', 'opini', 'dan', 'jaminan', 'bebas', 'plagiasi', 'dengan', 'turnitin', 'pastinya', 'dikerjakan', 'secara', 'manual', 'tanpa', 'chatbot', 'kecerdasan', 'buatan', 'gpt', 'testimoni']","['halo', 'aku', 'juga', 'bisa', 'buat', 'essay', 'artikel', 'tema', 'iya', 'sudah', 'masuk', 'parafrasa', 'argumentasi', 'opini', 'dan', 'jamin', 'bebas', 'plagiasi', 'dengan', 'turnitin', 'pasti', 'kerja', 'cara', 'manual', 'tanpa', 'chatbot', 'cerdas', 'buat', 'gpt', 'testimoni']","['halo', 'essay', 'artikel', 'tema', 'iya', 'masuk', 'parafrasa', 'argumentasi', 'opini', 'jamin', 'bebas', 'plagiasi', 'turnitin', 'kerja', 'manual', 'chatbot', 'cerdas', 'gpt', 'testimoni']",halo essay artikel tema iya masuk parafrasa argumentasi opini jamin bebas plagiasi turnitin kerja manual chatbot cerdas gpt testimoni
krl bizarro,kereta rel listrik bizarro,"['kereta', 'rel', 'listrik', 'bizarro']","['kereta', 'rel', 'listrik', 'bizarro']","['kereta', 'rel', 'listrik']",kereta rel listrik
aku butuh chat gpt yg ini ga akurat atau salah pun gpp,aku butuh chat gpt yang ini tidak akurat atau salah pun tidak apa-apa,"['aku', 'butuh', 'chat', 'gpt', 'yang', 'ini', 'tidak', 'akurat', 'atau', 'salah', 'pun', 'tidak', 'apa-apa']","['aku', 'butuh', 'chat', 'gpt', 'yang', 'ini', 'tidak', 'akurat', 'atau', 'salah', 'pun', 'tidak', 'apa']","['butuh', 'chat', 'gpt', 'akurat', 'salah']",butuh chat gpt akurat salah
liburanku curhat dan minta didikan dari chat gpt wkwk,liburanku curhat dan minta didikan dari chat gpt wkwk,"['liburanku', 'curhat', 'dan', 'minta', 'didikan', 'dari', 'chat', 'gpt', 'wkwk']","['libur', 'curhat', 'dan', 'minta', 'dik', 'dari', 'chat', 'gpt', 'wkwk']","['libur', 'curhat', 'dik', 'chat', 'gpt']",libur curhat dik chat gpt
gpt tho,gpt tho,"['gpt', 'tho']","['gpt', 'tho']",['gpt'],gpt
ni tanya chat gpt ke,ni tanya chat gpt ke,"['ni', 'tanya', 'chat', 'gpt', 'ke']","['ni', 'tanya', 'chat', 'gpt', 'ke']","['chat', 'gpt']",chat gpt
meski sudah diuji coba oleh tokopedia dan sejumlah perusahaan lain llm sea-lion baru sebuah permulaan dari hal yang lebih besar di asean,meski sudah diuji coba oleh tokopedia dan sejumlah perusahaan lain llm sea-lion baru sebuah permulaan dari hal yang lebih besar di asia tenggara,"['meski', 'sudah', 'diuji', 'coba', 'oleh', 'tokopedia', 'dan', 'sejumlah', 'perusahaan', 'lain', 'llm', 'sea-lion', 'baru', 'sebuah', 'permulaan', 'dari', 'hal', 'yang', 'lebih', 'besar', 'di', 'asia', 'tenggara']","['meski', 'sudah', 'uji', 'coba', 'oleh', 'tokopedia', 'dan', 'jumlah', 'usaha', 'lain', 'llm', 'sea-lion', 'baru', 'buah', 'mula', 'dari', 'hal', 'yang', 'lebih', 'besar', 'di', 'asia', 'tenggara']","['uji', 'coba', 'tokopedia', 'usaha', 'sea-lion', 'buah', 'asia', 'tenggara']",uji coba tokopedia usaha sea-lion buah asia tenggara
kerja sama kerja paksa,kerja sama kerja paksa,"['kerja', 'sama', 'kerja', 'paksa']","['kerja', 'sama', 'kerja', 'paksa']","['kerja', 'kerja', 'paksa']",kerja kerja paksa
bu mega pingsan menang,bu mega pingsan menang,"['bu', 'mega', 'pingsan', 'menang']","['bu', 'mega', 'pingsan', 'menang']","['bu', 'mega', 'pingsan', 'menang']",bu mega pingsan menang
muhammadiyah langsing-langsing semua,muhammadiyah langsing-langsing semua,"['muhammadiyah', 'langsing-langsing', 'semua']","['muhammadiyah', 'langsing', 'semua']","['muhammadiyah', 'langsing']",muhammadiyah langsing
gpts,gpt,['gpt'],['gpt'],['gpt'],gpt
pekan kemarin milik angka pekan ini tampaknya milik angka,pekan kemarin milik angka pekan ini tampaknya milik angka,"['pekan', 'kemarin', 'milik', 'angka', 'pekan', 'ini', 'tampaknya', 'milik', 'angka']","['pekan', 'kemarin', 'milik', 'angka', 'pekan', 'ini', 'tampak', 'milik', 'angka']","['pekan', 'kemarin', 'milik', 'angka', 'pekan', 'milik', 'angka']",pekan kemarin milik angka pekan milik angka
gm kit,gm kit,"['gm', 'kit']","['gm', 'kit']",['kit'],kit
dia tengah guna chat gpt lah,dia tengah guna chat gpt lah,"['dia', 'tengah', 'guna', 'chat', 'gpt', 'lah']","['dia', 'tengah', 'guna', 'chat', 'gpt', 'lah']","['chat', 'gpt']",chat gpt
miley cyrussssssssssssss,miley cyrus,"['miley', 'cyrus']","['miley', 'cyrus']","['miley', 'cyrus']",miley cyrus
gn rii,gn rii,"['gn', 'rii']","['gn', 'rii']",[],
malam aku open joki tugas pkn pancasila amp,malam aku buka joki tugas pekan pancasila amp,"['malam', 'aku', 'buka', 'joki', 'tugas', 'pekan', 'pancasila', 'amp']","['malam', 'aku', 'buka', 'joki', 'tugas', 'pekan', 'pancasila', 'amp']","['malam', 'buka', 'joki', 'tugas', 'pekan', 'pancasila']",malam buka joki tugas pekan pancasila
fresh codes wefgfnhy asmkplsj pnyltc,segar kode wefgfnhy asmkplsj pnyltc,"['segar', 'kode', 'wefgfnhy', 'asmkplsj', 'pnyltc']","['segar', 'kode', 'wefgfnhy', 'asmkplsj', 'pnyltc']","['segar', 'kode']",segar kode
hallo aku open joki tugas pkn pancasila amp,halo aku buka joki tugas pekan pancasila amp,"['halo', 'aku', 'buka', 'joki', 'tugas', 'pekan', 'pancasila', 'amp']","['halo', 'aku', 'buka', 'joki', 'tugas', 'pekan', 'pancasila', 'amp']","['halo', 'buka', 'joki', 'tugas', 'pekan', 'pancasila']",halo buka joki tugas pekan pancasila
dekh le bsdk mast stats na,dek le bsdk tiang statistik na,"['dek', 'le', 'bsdk', 'tiang', 'statistik', 'na']","['dek', 'le', 'bsdk', 'tiang', 'statistik', 'na']","['dek', 'tiang', 'statistik']",dek tiang statistik
sekelompok sama chat gpt aja pong,sekelompok sama chat gpt aja pong,"['sekelompok', 'sama', 'chat', 'gpt', 'aja', 'pong']","['kelompok', 'sama', 'chat', 'gpt', 'aja', 'pong']","['kelompok', 'chat', 'gpt', 'aja']",kelompok chat gpt aja
haaa ustadh google dan ustadh gpt ga otdik,haaa ustaz google dan ustaz gpt tidak otdik,"['haaa', 'ustaz', 'google', 'dan', 'ustaz', 'gpt', 'tidak', 'otdik']","['haaa', 'ustaz', 'google', 'dan', 'ustaz', 'gpt', 'tidak', 'otdik']","['ustaz', 'google', 'ustaz', 'gpt']",ustaz google ustaz gpt
gpt vs gpt,gpt versus gpt,"['gpt', 'versus', 'gpt']","['gpt', 'versus', 'gpt']","['gpt', 'versus', 'gpt']",gpt versus gpt
gpt vs gpt,gpt versus gpt,"['gpt', 'versus', 'gpt']","['gpt', 'versus', 'gpt']","['gpt', 'versus', 'gpt']",gpt versus gpt
gpt phenomenology of spirit,gpt fenomenologi dari spirit,"['gpt', 'fenomenologi', 'dari', 'spirit']","['gpt', 'fenomenologi', 'dari', 'spirit']","['gpt', 'fenomenologi', 'spirit']",gpt fenomenologi spirit
antara sebab kenapa saya agak vokal bab ai dan gpt etc sebab tak mungkin apps saya dpt bersaing dgn notion slack etc tp yg pasti akan dtg akan ada ai utk bantu produktiviti pasukan ada juga plan nak integrasi dgn shopify dan woocommerce kita embrace ai dlm dayday ops,antara sebab kenapa saya agak vokal bab kecerdasan buatan dan gpt dan sebagainya sebab tak mungkin aplikasi saya dapat bersaing dengan gagasan kendur dan sebagainya tapi yang pasti akan datang akan ada kecerdasan buatan untuk bantu produktivitas pasukan ada juga rencana nak integrasi dengan shopify dan woocommerce kita merangkul kecerdasan buatan dalam hari-hari ops,"['antara', 'sebab', 'kenapa', 'saya', 'agak', 'vokal', 'bab', 'kecerdasan', 'buatan', 'dan', 'gpt', 'dan', 'sebagainya', 'sebab', 'tak', 'mungkin', 'aplikasi', 'saya', 'dapat', 'bersaing', 'dengan', 'gagasan', 'kendur', 'dan', 'sebagainya', 'tapi', 'yang', 'pasti', 'akan', 'datang', 'akan', 'ada', 'kecerdasan', 'buatan', 'untuk', 'bantu', 'produktivitas', 'pasukan', 'ada', 'juga', 'rencana', 'nak', 'integrasi', 'dengan', 'shopify', 'dan', 'woocommerce', 'kita', 'merangkul', 'kecerdasan', 'buatan', 'dalam', 'hari-hari', 'ops']","['antara', 'sebab', 'kenapa', 'saya', 'agak', 'vokal', 'bab', 'cerdas', 'buat', 'dan', 'gpt', 'dan', 'bagai', 'sebab', 'tak', 'mungkin', 'aplikasi', 'saya', 'dapat', 'saing', 'dengan', 'gagas', 'kendur', 'dan', 'bagai', 'tapi', 'yang', 'pasti', 'akan', 'datang', 'akan', 'ada', 'cerdas', 'buat', 'untuk', 'bantu', 'produktivitas', 'pasu', 'ada', 'juga', 'rencana', 'nak', 'integrasi', 'dengan', 'shopify', 'dan', 'woocommerce', 'kita', 'rangkul', 'cerdas', 'buat', 'dalam', 'hari', 'ops']","['vokal', 'bab', 'cerdas', 'gpt', 'aplikasi', 'saing', 'gagas', 'kendur', 'cerdas', 'bantu', 'produktivitas', 'pasu', 'rencana', 'nak', 'integrasi', 'shopify', 'woocommerce', 'rangkul', 'cerdas']",vokal bab cerdas gpt aplikasi saing gagas kendur cerdas bantu produktivitas pasu rencana nak integrasi shopify woocommerce rangkul cerdas
gpt amp,gpt amp,"['gpt', 'amp']","['gpt', 'amp']",['gpt'],gpt
tak lama lagi akan ada chatgpt menggantikan gpt yg biasa kita pakai dibawah adalah sedikit teaser utk gpt,tak lama lagi akan ada chatgpt menggantikan gpt yang biasa kita pakai di bawah adalah sedikit penggoda untuk gpt,"['tak', 'lama', 'lagi', 'akan', 'ada', 'chatgpt', 'menggantikan', 'gpt', 'yang', 'biasa', 'kita', 'pakai', 'di', 'bawah', 'adalah', 'sedikit', 'penggoda', 'untuk', 'gpt']","['tak', 'lama', 'lagi', 'akan', 'ada', 'chatgpt', 'ganti', 'gpt', 'yang', 'biasa', 'kita', 'pakai', 'di', 'bawah', 'adalah', 'sedikit', 'goda', 'untuk', 'gpt']","['chatgpt', 'ganti', 'gpt', 'pakai', 'goda', 'gpt']",chatgpt ganti gpt pakai goda gpt
gpt knows,gpt tahu,"['gpt', 'tahu']","['gpt', 'tahu']",['gpt'],gpt
kumpulan apps yang memanfaatkan gpt,kumpulan aplikasi yang memanfaatkan gpt,"['kumpulan', 'aplikasi', 'yang', 'memanfaatkan', 'gpt']","['kumpul', 'aplikasi', 'yang', 'manfaat', 'gpt']","['kumpul', 'aplikasi', 'manfaat', 'gpt']",kumpul aplikasi manfaat gpt
openais gpt has opinions,openai gpt memiliki opini,"['openai', 'gpt', 'memiliki', 'opini']","['openai', 'gpt', 'milik', 'opini']","['openai', 'gpt', 'milik', 'opini']",openai gpt milik opini
gpt trading vs investing,gpt perdagangan versus investasi,"['gpt', 'perdagangan', 'versus', 'investasi']","['gpt', 'dagang', 'versus', 'investasi']","['gpt', 'dagang', 'versus', 'investasi']",gpt dagang versus investasi
habari za kusisimua katika ripoti ya kila wiki mbili sasisho za hivi punde kwenye mtandao wa matrix ai ziko hapa ripoti ya ya machi iko live,habari za kusisimua ketika ripoti iya kila wiki mbili sasisho za hivi punde kwenye mtandao whatsapp matriks kecerdasan buatan ziko hapa ripoti iya iya terima kasih itu hidup,"['habari', 'za', 'kusisimua', 'ketika', 'ripoti', 'iya', 'kila', 'wiki', 'mbili', 'sasisho', 'za', 'hivi', 'punde', 'kwenye', 'mtandao', 'whatsapp', 'matriks', 'kecerdasan', 'buatan', 'ziko', 'hapa', 'ripoti', 'iya', 'iya', 'terima', 'kasih', 'itu', 'hidup']","['habari', 'za', 'kusisimua', 'ketika', 'ripoti', 'iya', 'kila', 'wiki', 'mbili', 'sasisho', 'za', 'hivi', 'punde', 'kwenye', 'mtandao', 'whatsapp', 'matriks', 'cerdas', 'buat', 'ziko', 'hapa', 'ripoti', 'iya', 'iya', 'terima', 'kasih', 'itu', 'hidup']","['iya', 'kila', 'wiki', 'whatsapp', 'matriks', 'cerdas', 'ziko', 'iya', 'iya', 'terima', 'kasih', 'hidup']",iya kila wiki whatsapp matriks cerdas ziko iya iya terima kasih hidup
gundua jinsi manta mfumo wa kujifunza wa mashine otomatiki unaosambazwa unavyofungua njia kwa miundo ya kisasa ya ai kwenye matrix mainnet morpheus utangulizi umefika man,gundua jinsi mantap mfumo whatsapp kujifunza whatsapp machine otomatis unaosambazwa unavyofungua njia kwa miundo iya kisasa iya kecerdasan buatan kwenye matriks main net morpheus utangulizi umefika pria,"['gundua', 'jinsi', 'mantap', 'mfumo', 'whatsapp', 'kujifunza', 'whatsapp', 'machine', 'otomatis', 'unaosambazwa', 'unavyofungua', 'njia', 'kwa', 'miundo', 'iya', 'kisasa', 'iya', 'kecerdasan', 'buatan', 'kwenye', 'matriks', 'main', 'net', 'morpheus', 'utangulizi', 'umefika', 'pria']","['gundua', 'jinsi', 'mantap', 'mfumo', 'whatsapp', 'kujifunza', 'whatsapp', 'machine', 'otomatis', 'unaosambazwa', 'unavyofungua', 'njia', 'kwa', 'miundo', 'iya', 'kisasa', 'iya', 'cerdas', 'buat', 'kwenye', 'matriks', 'main', 'net', 'morpheus', 'utangulizi', 'umefika', 'pria']","['mantap', 'whatsapp', 'whatsapp', 'machine', 'otomatis', 'iya', 'kisasa', 'iya', 'cerdas', 'matriks', 'main', 'net', 'morpheus', 'pria']",mantap whatsapp whatsapp machine otomatis iya kisasa iya cerdas matriks main net morpheus pria
aku sadar kenapa akhir ini fomo banget karena ai yg maju banget sekarang berbau bahasa gpt lah bert dkk sementara aku benci nlp,aku sadar kenapa akhir ini fomo banget karena kecerdasan buatan yang maju banget sekarang berbau bahasa gpt lah bert dan kawan-kawan sementara aku benci menelepon,"['aku', 'sadar', 'kenapa', 'akhir', 'ini', 'fomo', 'banget', 'karena', 'kecerdasan', 'buatan', 'yang', 'maju', 'banget', 'sekarang', 'berbau', 'bahasa', 'gpt', 'lah', 'bert', 'dan', 'kawan-kawan', 'sementara', 'aku', 'benci', 'menelepon']","['aku', 'sadar', 'kenapa', 'akhir', 'ini', 'fomo', 'banget', 'karena', 'cerdas', 'buat', 'yang', 'maju', 'banget', 'sekarang', 'bau', 'bahasa', 'gpt', 'lah', 'bert', 'dan', 'kawan', 'sementara', 'aku', 'benci', 'telepon']","['sadar', 'banget', 'cerdas', 'maju', 'banget', 'bau', 'bahasa', 'gpt', 'bert', 'kawan', 'benci', 'telepon']",sadar banget cerdas maju banget bau bahasa gpt bert kawan benci telepon
gpt hijacking,gpt pembajakan,"['gpt', 'pembajakan']","['gpt', 'baja']","['gpt', 'baja']",gpt baja
yang membanggakan pinter nulis essay kalah sama anak kecil yang pinter memanfaatkan ai seperti gpt openai bikin essay ulasan dapat melulu di sekolahnya menggunakan ai,yang membanggakan pintar tulis essay kalah sama anak kecil yang pintar memanfaatkan kecerdasan buatan seperti gpt openai bikin essay ulasan dapat melulu di sekolahnya menggunakan kecerdasan buatan,"['yang', 'membanggakan', 'pintar', 'tulis', 'essay', 'kalah', 'sama', 'anak', 'kecil', 'yang', 'pintar', 'memanfaatkan', 'kecerdasan', 'buatan', 'seperti', 'gpt', 'openai', 'bikin', 'essay', 'ulasan', 'dapat', 'melulu', 'di', 'sekolahnya', 'menggunakan', 'kecerdasan', 'buatan']","['yang', 'bangga', 'pintar', 'tulis', 'essay', 'kalah', 'sama', 'anak', 'kecil', 'yang', 'pintar', 'manfaat', 'cerdas', 'buat', 'seperti', 'gpt', 'openai', 'bikin', 'essay', 'ulas', 'dapat', 'melulu', 'di', 'sekolah', 'guna', 'cerdas', 'buat']","['bangga', 'pintar', 'tulis', 'essay', 'kalah', 'anak', 'pintar', 'manfaat', 'cerdas', 'gpt', 'openai', 'bikin', 'essay', 'ulas', 'melulu', 'sekolah', 'cerdas']",bangga pintar tulis essay kalah anak pintar manfaat cerdas gpt openai bikin essay ulas melulu sekolah cerdas
